Title,Author,Year,Download Link,Language
"Toronto Anglo-Saxon Series, 25Undoing Babel: The Tower of Babel in Anglo-Saxon Literature 1487500548, 9781487500542",Tristan Major,2018,https://download.library.lol/main/3129000/1b4ac0160267a6583367144d3e452f3d/%28Toronto%20Anglo-Saxon%20Series%2C%2025%29%20Tristan%20Major%20-%20Undoing%20Babel_%20The%20Tower%20of%20Babel%20in%20Anglo-Saxon%20Literature-University%20of%20Toronto%20Press%20%282018%29.azw3,English
"Write Great FictionCharacters, Emotion and Viewpoint: Techniques and exercises for crafting dynamic characters and effective viewpoints",Nancy Kress,2011,https://download.library.lol/main/3130000/851803672f4af90bac95606a2487ad84/%28Write%20Great%20Fiction%29%20Nancy%20Kress%20-%20Characters%2C%20Emotion%20and%20Viewpoint_%20Techniques%20and%20exercises%20for%20crafting%20dynamic%20characters%20and%20effective%20viewpoints%20%282011%29.epub,English
"Cheap Book Production In The United States, 1870 To 1891 [First edition]",Raymond Howard Shove,1937,https://download.library.lol/main/3131000/8597e31af852381ddfbf0487aa4a8493/Raymond%20Howard%20Shove%20-%20Cheap%20Book%20Production%20In%20The%20United%20States%2C%201870%20To%201891-University%20of%20Illinois%20Library%20%281937%29.pdf,English
"Toronto Anglo-Saxon Series, 24England in Europe: English Royal Women and Literary Patronage, c. 1000 - c. 1150 9781442640726",Elizabeth M. Tyler,2017,https://download.library.lol/main/3131000/5ae0d923b06ce46ca42a38ce9585c135/%28Toronto%20Anglo-Saxon%20Series%2C%2024%29%20Elizabeth%20M.%20Tyler%20-%20England%20in%20Europe_%20English%20Royal%20Women%20and%20Literary%20Patronage%2C%20c.%201000%20-%20c.%201150-University%20of%20Toronto%20Press%20%282017%29.epub,English
"Toronto Anglo-Saxon Series, 22Latinity and Identity in Anglo-Saxon Literature 1442637587, 9781442637580","Rebecca Stephenson, Emily V. Thornbury (eds.)",2016,https://download.library.lol/main/3131000/c6ca6e29d22c8a964897d87a3845856b/%28Toronto%20Anglo-Saxon%20Series%2C%2022%29%20Rebecca%20Stephenson%2C%20Emily%20V.%20Thornbury%20%28eds.%29%20-%20Latinity%20and%20Identity%20in%20Anglo-Saxon%20Literature-University%20of%20Toronto%20Press%20%282016%29.epub,English
"Toronto Anglo-Saxon Series, 20Joinings: Compound Words in Old English Literature 1442637390, 9781442637399",Jonathan Davis-Secord,2016,https://download.library.lol/main/3131000/5124073cc4ae55d26fdc0ba56e1cd8c3/%28Toronto%20Anglo-Saxon%20Series%2C%2020%29%20Jonathan%20Davis-Secord%20-%20Joinings_%20Compound%20Words%20in%20Old%20English%20Literature-University%20of%20Toronto%20Press%20%282016%29.pdf,English
"Toronto Anglo-Saxon Series, 20Joinings: Compound Words in Old English Literature 1442637390, 9781442637399",Jonathan Davis-Secord,2016,https://download.library.lol/main/3131000/b186446c979cbaea7ba3db8588ee5c46/%28Toronto%20Anglo-Saxon%20Series%2C%2020%29%20Jonathan%20Davis-Secord%20-%20Joinings_%20Compound%20Words%20in%20Old%20English%20Literature-University%20of%20Toronto%20Press%20%282016%29.epub,English
"Toronto Anglo-Saxon Series, 19Weaving Words and Binding Bodies: The Poetics of Human Experience in Old English Literature 1442637226, 9781442637221",Megan Cavell,2016,https://download.library.lol/main/3131000/d90403c61a0f4a67bdfeb77d06c514b6/%28Toronto%20Anglo-Saxon%20Series%2C%2019%29%20Megan%20Cavell%20-%20Weaving%20Words%20and%20Binding%20Bodies_%20The%20Poetics%20of%20Human%20Experience%20in%20Old%20English%20Literature-University%20of%20Toronto%20Press%20%282016%29.pdf,English
"Toronto Anglo-Saxon Series, 19Weaving Words and Binding Bodies: The Poetics of Human Experience in Old English Literature 1442637226, 9781442637221",Megan Cavell,2016,https://download.library.lol/main/3131000/fc2e3a3850be32e1ccba5fbcc8c81d61/%28Toronto%20Anglo-Saxon%20Series%2C%2019%29%20Megan%20Cavell%20-%20Weaving%20Words%20and%20Binding%20Bodies_%20The%20Poetics%20of%20Human%20Experience%20in%20Old%20English%20Literature-University%20of%20Toronto%20Press%20%282016%29.epub,English
"Toronto Anglo-Saxon Series, 18The Politics of Language: Byrhtferth, Ælfric, and the Multilingual Identity of the Benedictine Reform 1442650583, 9781442650589",Rebecca Stephenson,2015,https://download.library.lol/main/3131000/392c5c63f0b73fc47e2ece3ca0c06e11/%28Toronto%20Anglo-Saxon%20Series%2C%2018%29%20Rebecca%20Stephenson%20-%20The%20Politics%20of%20Language_%20Byrhtferth%2C%20%C3%86lfric%2C%20and%20the%20Multilingual%20Identity%20of%20the%20Benedictine%20Reform-University%20of%20Toronto%20Press%20%282015%29.pdf,English
"Toronto Anglo-Saxon Series, 18The Politics of Language: Byrhtferth, Ælfric, and the Multilingual Identity of the Benedictine Reform 1442650583, 9781442650589",Rebecca Stephenson,2015,https://download.library.lol/main/3131000/ebbb82b1c673232bc2e51e8d4e246db6/%28Toronto%20Anglo-Saxon%20Series%2C%2018%29%20Rebecca%20Stephenson%20-%20The%20Politics%20of%20Language_%20Byrhtferth%2C%20%C3%86lfric%2C%20and%20the%20Multilingual%20Identity%20of%20the%20Benedictine%20Reform-University%20of%20Toronto%20Press%20%282015%29.azw3,English
"Toronto Anglo-Saxon Series, 15Anglo-Saxon Manuscripts: A Bibliographical Handlist of Manuscripts and Manuscript Fragments Written or Owned in England up to 1100 1442648236, 9781442648234","Helmut Gneuss, Michael Lapidge",2014,https://download.library.lol/main/3131000/d5651bf213d6caa9edcc5d4324159646/%28Toronto%20Anglo-Saxon%20Series%2C%2015%29%20Helmut%20Gneuss%2C%20Michael%20Lapidge%20-%20Anglo-Saxon%20Manuscripts_%20A%20Bibliographical%20Handlist%20of%20Manuscripts%20and%20Manuscript%20Fragments%20Written%20or%20Owned%20in%20England%20up%20to%201100-Uni.pdf,English
"Toronto Anglo-Saxon Series, 10Old English Literature and the Old Testament 0802098541, 9780802098542","Michael Fox, Manish Sharma (eds.)",2012,https://download.library.lol/main/3131000/18f6a389d4ff5f2e77f71d6de6bfd733/%28Toronto%20Anglo-Saxon%20Series%2C%2010%29%20Michael%20Fox%2C%20Manish%20Sharma%20%28eds.%29%20-%20Old%20English%20Literature%20and%20the%20Old%20Testament-University%20of%20Toronto%20Press%20%282012%29.epub,English
"Toronto Anglo-Saxon Series, 8Anglo-Saxon Psychologies in the Vernacular and Latin Traditions 1442642173, 9781442642171",Leslie Lockett,2011,https://download.library.lol/main/3131000/0125e6af0a58b4cff456bc7bd2318d8e/%28Toronto%20Anglo-Saxon%20Series%2C%208%29%20Leslie%20Lockett%20-%20Anglo-Saxon%20Psychologies%20in%20the%20Vernacular%20and%20Latin%20Traditions-University%20of%20Toronto%20Press%20%282011%29.epub,English
"Toronto Anglo-Saxon Series, 2Say What I Am Called: The Old English Riddles of the Exeter Book and the Anglo-Latin Riddle Tradition 0802093523, 9780802093523",Dieter Bitterli,2009,https://download.library.lol/main/3131000/9378ea6fefbae36de4eb55dad86eacdf/%28Toronto%20Anglo-Saxon%20Series%2C%202%29%20Dieter%20Bitterli%20-%20Say%20What%20I%20Am%20Called_%20The%20Old%20English%20Riddles%20of%20the%20Exeter%20Book%20and%20the%20Anglo-Latin%20Riddle%20Tradition-University%20of%20Toronto%20Press%20%282009%29.pdf,English
"Toronto Anglo-Saxon Series, 5Authors, Audiences, and Old English Verse 0802099459, 9780802099457",Thomas A. Bredehoft,2009,https://download.library.lol/main/3131000/a3e98f3a0c256190ac932f21db359a65/%28Toronto%20Anglo-Saxon%20Series%2C%205%29%20Thomas%20A.%20Bredehoft%20-%20Authors%2C%20Audiences%2C%20and%20Old%20English%20Verse-University%20of%20Toronto%20Press%20%282009%29.epub,English
Lyrics of the Middle Ages,Hubert Creekmore (ed.),1959,https://download.library.lol/main/3131000/9f482bee3ec2e30aa68cea18fc67cc0f/Hubert%20Creekmore%20%28ed.%29%20-%20Lyrics%20of%20the%20Middle%20Ages-Grove%20Press%20%281959%29.pdf,English
"The Cambridge Companion to American Science Fiction 9781107052468, 1107052467",Gerry Canavan; Eric Carl Link,2015,https://download.library.lol/main/3133000/f214d9869e0e3401ce930458ea6ad805/Gerry%20Canavan_%20Eric%20Carl%20Link%20-%20The%20Cambridge%20Companion%20to%20American%20Science%20Fiction-Cambridge%20University%20Press%20%282015%29.pdf,English
"ConvergencesMinotaur: Poetry and the Nation State [1 ed.] 0674576373, 9780674576377",Tom Paulin,1992,https://download.library.lol/main/3133000/4abd8d4acbe5aab665c7a1d0f999bbcf/%28Convergences%29%20Tom%20Paulin%20-%20Minotaur_%20Poetry%20and%20the%20Nation%20State-Harvard%20University%20Press%20%281992%29.pdf,English
"Literary StudiesThe Day-Star of Liberty: William Hazlitt's Radical Style [1 ed.] 0571174213, 9780571174218",Tom Paulin,1998,https://download.library.lol/main/3133000/77f328906712f72a45180a81fddbd2c3/%28Literary%20Studies%29%20Tom%20Paulin%20-%20The%20Day-Star%20of%20Liberty_%20William%20Hazlitt%27s%20Radical%20Style-Faber%20%26%20Faber%20%281998%29.pdf,English
"Understanding ChinaHistory of Chinese Folk Literature [1 ed.] 9811654441, 9789811654442",Zhenduo Zheng,2021,https://download.library.lol/main/3133000/b5269ae95c4e466908217caa766ad73e/%28Understanding%20China%29%20Zhenduo%20Zheng%20-%20History%20of%20Chinese%20Folk%20Literature-Springer%20%282021%29.epub,English
"University of North Carolina Studies in the Germanic Languages and Literatures, 77Tannhäuser: Poet and Legend. With Texts and Translations of His Works 146965847X, 9781469658476, 9781469658483",John Wesley Thomas,1974,https://download.library.lol/main/3133000/f4833009498ee860ba880ec2e6ba7c0d/%28University%20of%20North%20Carolina%20Studies%20in%20the%20Germanic%20Languages%20and%20Literatures%2C%2077%29%20John%20Wesley%20Thomas%20-%20Tannh%C3%A4user_%20Poet%20and%20Legend.%20With%20Texts%20and%20Translations%20of%20His%20Works-University%20of%20North%20Caro.pdf,English
"University of North Carolina Studies in the Germanic Languages and Literatures, 14Gregorius: A Medieval Oedipus Legend 0807888141, 9780807888148, 9781469658674","Hartmann von Aue, Edwin H. Zeydel, Bayard Quincy Morgan (transl.)",1955,https://download.library.lol/main/3133000/0f2a12e2e14a6d761b3e0df3f53df5d3/%28University%20of%20North%20Carolina%20Studies%20in%20the%20Germanic%20Languages%20and%20Literatures%2C%2014%29%20Hartmann%20von%20Aue%2C%20Edwin%20H.%20Zeydel%2C%20Bayard%20Quincy%20Morgan%20%28transl.%29%20-%20Gregorius_%20A%20Medieval%20Oedipus%20Legend-University.pdf,English
"University of North Carolina Studies in the Germanic Languages and Literatures, 22Death and the Plowman or, The Bohemian Plowman: A Disputatious and Consolatory Dialogue about Death from the Year 1400 0807880221, 9780807880227, 9781469657646","Johannes von Saaz, Ernest N. Kirrmann (transl.)",1958,https://download.library.lol/main/3133000/85e53d84e9391c0c469457e68ebd9d0c/%28University%20of%20North%20Carolina%20Studies%20in%20the%20Germanic%20Languages%20and%20Literatures%2C%2022%29%20Johannes%20von%20Saaz%2C%20Ernest%20N.%20Kirrmann%20%28transl.%29%20-%20Death%20and%20the%20Plowman%20or%2C%20The%20Bohemian%20Plowman_%20A%20Disputatious%20an.pdf,English
"University of North Carolina Studies in the Germanic Languages and Literatures, 36King Rother 0807880361, 9780807880364, 9781469657790",Robert Lichtenstein (transl.),1962,https://download.library.lol/main/3133000/de6749a5bdb9a1dd54c91629c4f272b0/%28University%20of%20North%20Carolina%20Studies%20in%20the%20Germanic%20Languages%20and%20Literatures%2C%2036%29%20Robert%20Lichtenstein%20%28transl.%29%20-%20King%20Rother-University%20of%20North%20Carolina%20Press%20%281962%29.pdf,English
"University of North Carolina Studies in the Germanic Languages and Literatures, 17Three Chapters on Courtly Love in Arthurian France and Germany: Lancelot - Andreas Capellanus - Wolfram von Eschenbach's ""Parzival"" 0404509177, 9780404509170, 9781469658629",Hermann J. Weigand,1956,https://download.library.lol/main/3133000/623cdcf3d571aea22a0fbf0c591c0f7f/%28University%20of%20North%20Carolina%20Studies%20in%20the%20Germanic%20Languages%20and%20Literatures%2C%2017%29%20Hermann%20J.%20Weigand%20-%20Three%20Chapters%20on%20Courtly%20Love%20in%20Arthurian%20France%20and%20Germany_%20Lancelot%20-%20Andreas%20Capellanus%20.pdf,English
"University of North Carolina Studies in the Germanic Languages and Literatures, 59The Songs of the Minnesinger, Prince Wizlaw of Rügen 1469658356, 9781469658353, 9781469658360","Wizlaw of Rügen, Wizlaw III. von Rügen, John Wesley Thomas, Barbara Garvey Seagrave (transl.)",1967,https://download.library.lol/main/3133000/6cbd246b2181dd1cb0f2f7ce07f61d19/%28University%20of%20North%20Carolina%20Studies%20in%20the%20Germanic%20Languages%20and%20Literatures%2C%2059%29%20Wizlaw%20of%20R%C3%BCgen%2C%20Wizlaw%20III.%20von%20R%C3%BCgen%2C%20John%20Wesley%20Thomas%2C%20Barbara%20Garvey%20Seagrave%20%28transl.%29%20-%20The%20Songs%20of%20the%20Mi.pdf,English
The Medieval Lyric,Peter Dronke,1968,https://download.library.lol/main/3134000/30ed7f864a35451d3a112def8e464628/Peter%20Dronke%20-%20The%20Medieval%20Lyric-Hutchinson%20%281968%29.pdf,English
"Novel Politics: Studies in Australian Political Fiction 0522876420, 9780522876420","John Uhr, Shaun Crowe",2020,https://download.library.lol/main/3033000/ff9c631d0ed98a94e35dcae5aa4108bf/John%20Uhr%2C%20Shaun%20Crowe%20-%20Novel%20Politics_%20Studies%20in%20Australian%20Political%20Fiction-Melbourne%20University%20Press%20%282020%29.pdf,English
"Postmodernism of Resistance in Roberto Bolaño’s Fiction and Poetry 0826361862, 9780826361868",J. Agustín Pastén B.,2020,https://download.library.lol/main/3033000/7e6d812d2767fd1814bbbb5edc227059/J.%20Agust%C3%ADn%20Past%C3%A9n%20B.%20-%20Postmodernism%20of%20Resistance%20in%20Roberto%20Bola%C3%B1o%E2%80%99s%20Fiction%20and%20Poetry-University%20of%20New%20Mexico%20Press%20%282020%29.pdf,English
"Imaginary WorldsThe World of Marvel Comics 0367507218, 9780367507213",Andrew J. Friedenthal,2021,https://download.library.lol/main/3036000/c65e7e5746b805b8d49cb1d8c5872d21/%28Imaginary%20Worlds%29%20Andrew%20J.%20Friedenthal%20-%20The%20World%20of%20Marvel%20Comics-Routledge%20%282021%29.pdf,English
The Great War Reader 9780890969083,James Hannah (Editor),2000,https://download.library.lol/main/3038000/851226533919dadf6db01eadac1014ed/James%20Hannah%20%28Editor%29%20-%20The%20Great%20War%20Reader-Texas%20A%26M%20University%20Press%20%282000%29.zip,English
"Literature and Inequality: Nine Perspectives from the Napoleonic Era through the First Gilded Age 1839981776, 9781839981777",Daniel Shaviro,2021,https://download.library.lol/main/3038000/65a94509878eb51675a84e66bfe6e29c/Daniel%20Shaviro%20-%20Literature%20and%20Inequality_%20Nine%20Perspectives%20from%20the%20Napoleonic%20Era%20through%20the%20First%20Gilded%20Age-Anthem%20Press%20%282021%29.pdf,English
"(Anthem Studies in Gothic Literature)Neo-Gothic Narratives: Illusory Allusions from the Past [1 ed.] 1785272179, 9781785272172","Sarah E. Maier (editor), Brenda Ayres (editor)",2020,https://download.library.lol/main/3039000/47314c3e6f1f5c795993e979d9e3704d/%28%28Anthem%20Studies%20in%20Gothic%20Literature%29%29%20Sarah%20E.%20Maier%20%28editor%29%2C%20Brenda%20Ayres%20%28editor%29%20-%20Neo-Gothic%20Narratives_%20Illusory%20Allusions%20from%20the%20Past-Anthem%20Press%20%282020%29.pdf,English
"Autobiography as a Writing Strategy in Postcolonial Literature [1 ed.] 1443871575, 9781443871570",Benaouda Lebdai,2015,https://download.library.lol/main/3039000/19e1697736724ce2872c6dfebf1dc54b/Benaouda%20Lebdai%20-%20Autobiography%20as%20a%20Writing%20Strategy%20in%20Postcolonial%20Literature-Cambridge%20Scholars%20Publishing%20%282015%29.pdf,English
"(Anthem Studies in Bibliotherapy and Well-Being)Literature and Transformation: A Narrative Study of Life-Changing Reading Experiences 1785272942, 9781785272943",Thor Magnus Tangerås,2020,https://download.library.lol/main/3039000/054fb6513e165f1948f1dddfe8008cec/%28%28Anthem%20Studies%20in%20Bibliotherapy%20and%20Well-Being%29%29%20Thor%20Magnus%20Tanger%C3%A5s%20-%20Literature%20and%20Transformation_%20A%20Narrative%20Study%20of%20Life-Changing%20Reading%20Experiences-Anthem%20Press%20%282020%29.pdf,English
"The Shudder Pulps: A History of the Weird Menace Magazines of the 1930s 1434486249, 9781434486240",Robert Kenneth Jones,2007,https://download.library.lol/main/3039000/f951b5b21a88c8751ce34ed02e931c1c/Robert%20Kenneth%20Jones%20-%20The%20Shudder%20Pulps_%20A%20History%20of%20the%20Weird%20Menace%20Magazines%20of%20the%201930s-Wildside%20Press%20%282007%29.pdf,English
"How Literatures Begin: A Global History 0691186529, 9780691186528","Joel B. Lande, Denis Feeney",2021,https://download.library.lol/main/3040000/7245b41403667bf5c85eef7a0831e5d6/Joel%20B.%20Lande%2C%20Denis%20Feeney%20-%20How%20Literatures%20Begin_%20A%20Global%20History-Princeton%20University%20Press%20%282021%29.epub,English
"Renaissance History, Art and CultureCleopatra in Italian and English Renaissance Drama 9789462985995, 9789048537235",Anna Maria Montanari,2019,https://download.library.lol/main/3040000/5daa332141f6d697cf713696b8fec492/%28Renaissance%20History%2C%20Art%20and%20Culture%29%20Anna%20Maria%20Montanari%20-%20Cleopatra%20in%20Italian%20and%20English%20Renaissance%20Drama-Amsterdam%20University%20Press%20%282019%29.pdf,English
"Marx and Modern Fiction [1 ed.] 0300050240, 9780300050240",Edward J. Ahearn,1991,https://download.library.lol/main/3041000/3513a5205cb050e6c4d80b0095fa7492/Edward%20J.%20Ahearn%20-%20Marx%20and%20Modern%20Fiction-Yale%20University%20Press%20%281991%29.pdf,English
"Sweden - Culture Smart!: The Essential Guide to Customs & Culture [2 ed.] 9781787022898, 9781787022881",Neil Shipley,2021,https://download.library.lol/main/3042000/d0f1c073d8485029aafce07a5be2e8de/Neil%20Shipley%20-%20Sweden%20-%20Culture%20Smart%21_%20The%20Essential%20Guide%20to%20Customs%20%26%20Culture-Kuperard%20%282021%29.epub,English
Sweden - Culture Smart!: The Essential Guide to Customs & Culture [2 ed.] 9781787022881,Neil Shipley,2021,https://download.library.lol/main/3042000/162688afa95810c4d7bf4fb4a1d8021d/Neil%20Shipley%20-%20Sweden%20-%20Culture%20Smart%21_%20The%20Essential%20Guide%20to%20Customs%20%26%20Culture-Kuperard%20%282021%29.pdf,English
"Research in Medieval and Early Modern CultureThe Gawain-Poet and the Fourteenth-Century English Anticlerical Tradition 1580443087, 9781580443081",Ethan Campbell,2022,https://download.library.lol/main/3043000/b5f1c9377645aaeecd4a9c789b54dd6f/%28Research%20in%20Medieval%20and%20Early%20Modern%20Culture%29%20Ethan%20Campbell%20-%20The%20Gawain-Poet%20and%20the%20Fourteenth-Century%20English%20Anticlerical%20Tradition-Medieval%20Institute%20Publications%20%282022%29.pdf,English
"Critical Perspectives on Lusophone Literature from Africa [1 ed.] 0894100157, 0894100165",Donald Burness,1981,https://download.library.lol/main/3043000/c168d7f8d2c6a7aba91bed49daf407fb/Donald%20Burness%20-%20Critical%20Perspectives%20on%20Lusophone%20Literature%20from%20Africa-Three%20Continents%20Press%20%281981%29.pdf,English
"Studies in Medieval History and Culture, 35Kingship, Conquest, and ""Patria"": Literary and Cultural Identities in Medieval French and Welsh Arthurian Romance 041597271X, 9780415972710",Kristen Lee Over,2005,https://download.library.lol/main/3044000/a7a6e098b1b0c8adf461dfb940ba6325/%28Studies%20in%20Medieval%20History%20and%20Culture%2C%2035%29%20Kristen%20Lee%20Over%20-%20Kingship%2C%20Conquest%2C%20and%20_Patria__%20Literary%20and%20Cultural%20Identities%20in%20Medieval%20French%20and%20Welsh%20Arthurian%20Romance-Routledge%20%282005%29.pdf,English
"Ergänzungsbände zum Reallexikon der Germanischen Altertumskunde, 113The Poetic Genesis of Old Icelandic Literature 3110643936, 9783110643930",Mikael Males,2020,https://download.library.lol/main/3048000/88284bf57e8c3cc0aeeeccac690c5ff2/%28Erg%C3%A4nzungsb%C3%A4nde%20zum%20Reallexikon%20der%20Germanischen%20Altertumskunde%2C%20113%29%20Mikael%20Males%20-%20The%20Poetic%20Genesis%20of%20Old%20Icelandic%20Literature-Walter%20de%20Gruyter%20%282020%29.pdf,English
"Ergänzungsbände zum Reallexikon der Germanischen Altertumskunde, 117Narrating Law and Laws of Narration in Medieval Scandinavia 3110662329, 9783110662320, 9783110661811",Roland Scheel (ed.),2020,https://download.library.lol/main/3048000/b5f626018510f28f89f26877d2930a0d/%28Erg%C3%A4nzungsb%C3%A4nde%20zum%20Reallexikon%20der%20Germanischen%20Altertumskunde%2C%20117%29%20Roland%20Scheel%20%28ed.%29%20-%20Narrating%20Law%20and%20Laws%20of%20Narration%20in%20Medieval%20Scandinavia-Walter%20de%20Gruyter%20%282020%29.pdf,English
"Victorian Sappho 0691059187, 0691059195, 9780691222158",Yopie Prins,1999,https://download.library.lol/main/3051000/4aa29b750ad3e7a847c4918139ddd880/Yopie%20Prins%20-%20Victorian%20Sappho-Princeton%20University%20Press%20%281999%29.pdf,English
"J. R. R. Tolkien, Scholar and Storyteller: Essays in Memoriam 9780801410383, 080141038X, 9780801478871, 0801478871","Mary Salu, Robert T. Farrell (eds.)",1979,https://download.library.lol/main/3054000/e90809cc6a607de8eb27d05359563a25/Mary%20Salu%2C%20Robert%20T.%20Farrell%20%28eds.%29%20-%20J.%20R.%20R.%20Tolkien%2C%20Scholar%20and%20Storyteller_%20Essays%20in%20Memoriam-Cornell%20University%20Press%20%281979%29.pdf,English
"Unusable Past: Theory and the Study of American Literature [1 ed.] 0415291402, 9780415291408",Russell J. Reising,2002,https://download.library.lol/main/3054000/bcc74e2a9767ea9ff27bfdc3778eff2d/Russell%20J.%20Reising%20-%20Unusable%20Past_%20Theory%20and%20the%20Study%20of%20American%20Literature-Routledge%20%282002%29.pdf,English
"Post 45The Novel and the New Ethics 9780804794053, 9781503614062, 9781503614079",Dorothy J. Hale,2020,https://download.library.lol/main/3055000/8f12c5dcb90fa0be81b7fe636f006a32/%28Post%2045%29%20Dorothy%20J.%20Hale%20-%20The%20Novel%20and%20the%20New%20Ethics-Stanford%20University%20Press%20%282020%29.pdf,English
"Theory and Interpretation of NarrativeFranz Kafka: Narration, Rhetoric, and Reading 9780814251775, 0814251773, 9780814211502, 081421150X, 9780814292495, 9780814270776","Jakob Lothe, Beatrice Sandberg, Ronald Speirs",2011,https://download.library.lol/main/3056000/e3be3da8bdd57237e9d666ff4ca9899b/%28Theory%20and%20Interpretation%20of%20Narrative%29%20Jakob%20Lothe%2C%20Beatrice%20Sandberg%2C%20Ronald%20Speirs%20-%20Franz%20Kafka_%20Narration%2C%20Rhetoric%2C%20and%20Reading-Ohio%20State%20University%20Press%20%282011%29.pdf,English
"Anglo-Saxon Poetry: Essays in Appreciation for John C. McGalliard 0268005761, 9780268005764","Lewis E. Nicholson, Dolores Warwick Frese (eds.)",1975,https://download.library.lol/main/3056000/a26b67aa156e9f0d748e11df0ebbd4b8/Lewis%20E.%20Nicholson%2C%20Dolores%20Warwick%20Frese%20%28eds.%29%20-%20Anglo-Saxon%20Poetry_%20Essays%20in%20Appreciation%20for%20John%20C.%20McGalliard-University%20of%20Notre%20Dame%20Press%20%281975%29.pdf,English
"Literary Modernism (7)Imperial Middlebrow 9789004426566, 9789004426559","Christoph Ehland, Jana Gohrisch",2020,https://download.library.lol/main/3056000/c20650aaa9ab31a0775127a1e31be5f1/%28Literary%20Modernism%20%287%29%29%20Christoph%20Ehland%2C%20Jana%20Gohrisch%20-%20Imperial%20Middlebrow-Brill%20%282020%29.pdf,English
"How to Go to the Tao Temple [1 ed.] 9789882371569, 9789882378322",K. Satchidanandan,2020,https://download.library.lol/main/3057000/d515d40f2fee40a8fa72817edfdd1d1f/K.%20Satchidanandan%20-%20How%20to%20Go%20to%20the%20Tao%20Temple-The%20Chinese%20University%20of%20Hong%20Kong%20Press%20%282020%29.pdf,English
"(Handbooks of English and American Studies 5)Handbook of the English Novel of the Twentieth and Twenty-First Centuries 3110374463, 9783110374469",Christoph Reinfandt (editor),2017,https://download.library.lol/main/3057000/94389777775d6656cda29a92a395a2d2/%28%28Handbooks%20of%20English%20and%20American%20Studies%205%29%29%20Christoph%20Reinfandt%20%28editor%29%20-%20Handbook%20of%20the%20English%20Novel%20of%20the%20Twentieth%20and%20Twenty-First%20Centuries-De%20Gruyter%20%282017%29.epub,English
"Rethinking the Secular Origins of the Novel: The Bible in English Fiction 1678–1767 9781108867290, 9781108491037",Kevin Seidel,2021,https://download.library.lol/main/3057000/ad144a80d508a0400a85ed2ee2c66e97/Kevin%20Seidel%20-%20Rethinking%20the%20Secular%20Origins%20of%20the%20Novel_%20The%20Bible%20in%20English%20Fiction%201678%E2%80%931767-Cambridge%20University%20Press%20%282021%29.pdf,English
"An Anthology of ""Beowulf"" Criticism [Sixth Printing ed.] 0268000069, 9780268000066",Lewis E. Nicholson (ed.),1980,https://download.library.lol/main/3057000/fe20357ce405ea36d283599526dd566f/Lewis%20E.%20Nicholson%20%28ed.%29%20-%20An%20Anthology%20of%20_Beowulf_%20Criticism-University%20of%20Notre%20Dame%20Press%20%281980%29.pdf,English
"The Anglo-Saxon Poetic Records: A Collective Edition. Vol. 2. The Vercelli Book 0231087667, 9780231087667",George Philip Krapp (ed.),1932,https://download.library.lol/main/3057000/6029b62f70bfa3983165074adf87fa31/George%20Philip%20Krapp%20%28ed.%29%20-%20The%20Anglo-Saxon%20Poetic%20Records_%20A%20Collective%20Edition.%20Vol.%202.%20The%20Vercelli%20Book-Columbia%20University%20Press%20%281932%29.pdf,English
"The Anglo-Saxon Poetic Records: A Collective Edition. Vol. 5. The Paris Psalter and the Meters of Boethius 0231087691, 9780231087698, 0710049358, 9780710049353",George Philip Krapp (ed.),1932,https://download.library.lol/main/3057000/681a64d4d56c3f690b765702d424aac6/George%20Philip%20Krapp%20%28ed.%29%20-%20The%20Anglo-Saxon%20Poetic%20Records_%20A%20Collective%20Edition.%20Vol.%205.%20The%20Paris%20Psalter%20and%20the%20Meters%20of%20Boethius-Columbia%20University%20Press%20%281932%29.pdf,English
"Game Design Deep Dive: Horror [1 ed.] 1032058064, 9781032058061",Joshua Bycer,2021,https://download.library.lol/main/3057000/9b9f77a61445c489a46a9b46bee401fd/Joshua%20Bycer%20-%20Game%20Design%20Deep%20Dive_%20Horror-CRC%20Press%20%282021%29.pdf,English
"(SUNY series in Contemporary Jewish Literature and Culture)Flesh of My Flesh: Sexual Violence in Modern Hebrew Literature 1438484550, 9781438484556",Ilana Szobel,2021,https://download.library.lol/main/3057000/2acd43333f617a0515cf2c3c5b6c41f2/%28%28SUNY%20series%20in%20Contemporary%20Jewish%20Literature%20and%20Culture%29%29%20Ilana%20Szobel%20-%20Flesh%20of%20My%20Flesh_%20Sexual%20Violence%20in%20Modern%20Hebrew%20Literature-State%20University%20of%20New%20York%20Press%20%282021%29.pdf,English
"(SUNY series, Literature . . . in Theory)Knowing It When You See It: Henry James/Cinema [1 ed.] 1438482760, 9781438482767",Patrick O'Donnell,2021,https://download.library.lol/main/3057000/ce216dc4ecb6fb7d42a7202b03989de3/%28%28SUNY%20series%2C%20Literature%20.%20.%20.%20in%20Theory%29%29%20Patrick%20O%27Donnell%20-%20Knowing%20It%20When%20You%20See%20It_%20Henry%20James_Cinema-State%20University%20of%20New%20York%20Press%20%282021%29.pdf,English
